City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
266,ayr,55.4627,-4.6339,13.51,71,20,6.69,GB,1681135313
267,murgab,37.4966,61.9714,22.93,27,0,3.09,TM,1681135314
268,lasa,46.6166,10.7002,15.38,41,96,1.01,IT,1681135314
269,luderitz,-26.6481,15.1594,23.8,37,0,11.78,NA,1681135179
270,huilong,31.8111,121.655,15.52,86,100,8.01,CN,1681135120
271,walvis bay,-22.9575,14.5053,19.05,52,1,5.13,NA,1681135315
272,elizabeth city,36.2946,-76.2511,12.25,70,0,1.34,US,1681135299
273,healdsburg,38.6105,-122.8692,13.42,94,2,0.91,US,1681135316
274,martil,35.6166,-5.2752,30.98,35,0,4.12,MA,1681135316
275,sistranda,63.7256,8.834,10.98,77,100,3.88,NO,1681135316
276,nagato,34.3833,131.2,11.95,80,73,3.24,JP,1681135317
277,ondjiva,-17.0667,15.7333,31.76,27,89,3.71,AO,1681135317
278,tokur,53.1333,132.9,-4.49,96,100,1.78,RU,1681135318
279,la palma,33.8464,-118.0467,16.84,94,100,0.45,US,1681135318
280,caravelas,-17.7125,-39.2481,26.97,79,92,6.3,BR,1681135318
281,mehamn,71.0357,27.8492,2.97,87,75,9.26,NO,1681135319
282,yerbogachen,61.2767,108.0108,-21.84,98,63,0.8,RU,1681135319
283,tezu,27.9167,96.1667,23.94,40,34,2.05,IN,1681135319
284,emba,48.8264,58.1442,14.36,36,28,3.37,KZ,1681135320
285,bereda,43.2686,-7.5406,18.97,63,100,2.93,ES,1681135320
286,griffith,41.5284,-87.4237,14.1,47,0,3.6,US,1681135321
287,alenquer,-1.9417,-54.7383,26.45,88,89,1.19,BR,1681135321
288,tuatapere,-46.1333,167.6833,13.09,96,100,0.86,NZ,1681135324
289,esik,43.3552,77.4525,12.68,82,100,3.46,KZ,1681135324
290,ucluelet,48.9329,-125.5528,5.17,92,100,3.01,CA,1681135325
291,samarai,-10.6167,150.6667,27.39,79,100,2.74,PG,1681135326
292,san patricio,28.017,-97.5169,21.02,85,91,2.74,US,1681135326
293,waldshut-tiengen,47.6232,8.2172,19.17,59,100,1.76,DE,1681135326
294,talnakh,69.4865,88.3972,-27.11,99,16,1.4,RU,1681135327
295,abu samrah,35.3029,37.1841,25.96,31,55,1.81,SY,1681135327
296,terrace bay,48.7834,-87.1,1.82,100,100,2.0,CA,1681135327
297,rabaul,-4.1967,152.1721,26.07,83,100,2.22,PG,1681135328
298,hami,42.8,93.45,14.23,15,0,3.32,CN,1681135328
299,mbulu,-3.85,35.5333,24.72,39,99,3.74,TZ,1681135329
300,payo,-3.7508,103.6372,23.58,96,100,0.73,ID,1681135329
301,santo tomas,14.1079,121.1414,27.14,88,100,2.43,PH,1681135329
302,atherton,53.5237,-2.4935,13.19,89,100,1.34,GB,1681135329
303,amalapuram,16.5833,82.0167,26.79,70,0,2.55,IN,1681135330
304,niksar,40.5917,36.9517,17.2,66,51,4.58,TR,1681135330
305,ancud,-41.8697,-73.8203,13.89,98,100,1.67,CL,1681135332
306,kralendijk,12.15,-68.2667,25.56,88,7,8.8,BQ,1681135332
307,payerne,46.822,6.9361,17.9,47,100,3.66,CH,1681135333
308,gravdal,68.1214,13.5031,7.94,49,0,3.6,NO,1681135333
309,barcelos,41.5388,-8.6151,19.4,61,98,4.27,PT,1681135160
310,totness,5.8833,-56.3167,28.81,67,100,4.13,SR,1681135334
311,yarada,17.65,83.2667,31.18,58,20,2.06,IN,1681135334
312,lewisville,33.0462,-96.9942,16.9,86,75,3.09,US,1681135335
313,khash,28.2211,61.2158,25.44,13,28,5.44,IR,1681135335
314,rancagua,-34.1708,-70.7444,15.92,39,0,0.51,CL,1681135300
315,sovetskiy,61.3614,63.5842,-4.99,86,100,3.61,RU,1681135336
316,thinadhoo,0.5333,72.9333,28.68,67,86,2.92,MV,1681135336
317,mabaruma,8.2,-59.7833,27.84,64,99,2.12,GY,1681135337
318,vardo,70.3705,31.1107,1.99,87,100,7.72,NO,1681135337
319,nuuk,64.1835,-51.7216,0.34,74,75,5.14,GL,1681135338
320,oyama,36.3,139.8,18.1,55,100,1.7,JP,1681135315
321,vestmannaeyjar,63.4427,-20.2734,4.55,93,75,4.12,IS,1681135338
322,ust-nera,64.5667,143.2,-21.31,99,100,0.79,RU,1681135339
323,adrar,20.5022,-10.0711,34.14,14,58,9.09,MR,1681135340
324,okha,53.5739,142.9478,-7.67,87,15,4.03,RU,1681135340
325,biak,-0.9131,122.8766,24.96,84,7,2.02,ID,1681135341
326,torrington,41.8007,-73.1212,11.86,47,8,1.34,US,1681135342
327,carutapera,-1.195,-46.02,27.54,84,97,0.9,BR,1681135342
328,chipinge,-20.1883,32.6236,25.17,60,99,1.83,ZW,1681135343
329,pacific grove,36.6177,-121.9166,11.97,89,0,0.45,US,1681135344
330,mastic beach,40.7668,-72.8521,11.97,56,0,6.26,US,1681135213
331,vagur,61.4732,-6.8119,6.64,89,100,5.9,FO,1681135345
332,brae,60.3964,-1.353,7.87,91,100,11.64,GB,1681135346
333,hambantota,6.1241,81.1185,28.19,89,20,2.06,LK,1681135346
334,tam ky,15.5667,108.4833,24.02,94,88,3.09,VN,1681135347
335,vao,-22.6667,167.4833,25.61,83,0,2.74,NC,1681135347
336,calvia,39.5657,2.5062,23.56,56,53,1.79,ES,1681135259
337,sorland,67.667,12.6934,5.92,76,0,5.53,NO,1681135348
338,antalaha,-14.9003,50.2788,26.78,76,24,3.17,MG,1681135349
339,zhigansk,66.7697,123.3711,-27.33,87,56,1.07,RU,1681135349
340,temiscaming,46.7212,-79.0971,6.73,57,99,2.57,CA,1681135350
341,wendelstein,49.3536,11.1483,16.54,44,0,5.66,DE,1681135350
342,korla,41.7597,86.1469,15.79,29,100,2.5,CN,1681135230
343,san cristobal,7.7669,-72.225,21.1,49,17,2.22,VE,1681135351
344,rawson,-43.3002,-65.1023,11.63,48,99,5.57,AR,1681135351
345,kanor,24.4333,74.2667,32.2,15,89,2.71,IN,1681135351
346,maxixe,-23.8597,35.3472,29.9,66,20,5.14,MZ,1681135352
347,khipro,25.8285,69.3772,34.43,20,99,5.74,PK,1681135352
348,malinyi,-8.9333,36.1333,28.54,75,40,1.21,TZ,1681135353
349,kavaratti,10.5669,72.642,28.59,68,5,1.48,IN,1681135353
350,port moresby,-9.4431,147.1797,23.68,94,20,2.57,PG,1681135353
351,nijar,36.9665,-2.206,16.8,77,0,3.09,ES,1681135354
352,katsuura,35.1333,140.3,16.62,70,96,10.22,JP,1681135354
353,caraz,-9.0486,-77.81,19.69,62,48,1.26,PE,1681135354
354,wahpeton,46.2652,-96.6059,2.74,100,0,2.57,US,1681135354
355,evensk,61.95,159.2333,-7.14,56,100,9.89,RU,1681135355
356,kizukuri,40.8061,140.3861,11.64,79,80,3.67,JP,1681135355
357,valparaiso,-33.0393,-71.6273,19.13,67,0,1.54,CL,1681135146
358,takoradi,4.8845,-1.7554,30.22,66,100,4.87,GH,1681135356
359,cayenne,4.9333,-52.3333,25.02,94,75,1.54,GF,1681135356
360,westport,41.1415,-73.3579,12.83,53,6,0.89,US,1681135356
361,vicksburg,32.3526,-90.8779,12.85,100,100,0.0,US,1681135211
362,maridi,4.9158,29.4742,35.87,24,96,2.25,SS,1681135357
363,kolokani,13.5728,-8.0339,34.73,24,99,2.92,ML,1681135357
364,acari,-15.4311,-74.6158,25.41,70,71,2.56,PE,1681135358
365,chalmette,29.9427,-89.9634,17.78,78,100,2.57,US,1681135358
366,nouakchott,18.0858,-15.9785,27.96,60,64,6.46,MR,1681135358
367,lagos,6.5833,3.75,34.18,54,78,3.8,NG,1681134697
368,gombong,-7.6072,109.5142,25.27,88,96,0.92,ID,1681135359
369,balkhash,46.844,74.9804,5.93,50,100,2.89,KZ,1681135359
370,srednekolymsk,67.45,153.6833,-23.59,95,22,3.7,RU,1681135360
371,liku,-0.7275,119.8922,24.16,94,78,0.8,ID,1681135361
372,rutland,43.6167,-73.0162,10.14,43,0,1.34,US,1681135361
373,caloundra,-26.8,153.1333,18.83,63,80,5.08,AU,1681135361
374,thunder bay,48.4001,-89.3168,5.99,70,40,2.06,CA,1681135151
375,corsicana,32.0954,-96.4689,17.87,83,0,0.89,US,1681135086
376,ojinaga,29.5667,-104.4167,19.67,82,0,5.66,MX,1681135363
377,kashin,57.3592,37.6081,13.85,47,47,3.01,RU,1681135363
378,toledo,39.8333,-4.0,25.73,28,77,3.93,ES,1681135246
379,salacgriva,57.7536,24.3581,10.36,56,59,3.44,LV,1681135364
380,labuhan,-6.8844,112.2051,26.43,84,95,2.85,ID,1681135365
381,oktyabrskiy,54.4815,53.471,10.83,38,8,4.36,RU,1681135365
382,saint anthony,45.0205,-93.218,11.8,78,0,2.57,US,1681135157
383,yinchuan,38.4681,106.2731,12.06,11,0,4.82,CN,1681135211
384,hailar,49.2,119.7,-3.0,62,43,10.87,CN,1681135366
385,prince george,53.9166,-122.753,1.46,77,0,3.6,CA,1681135184
386,nabire,-3.3667,135.4833,25.52,91,100,1.51,ID,1681135367
387,lamu,-2.2717,40.902,30.12,66,100,4.06,KE,1681135367
388,barry,51.4067,-3.2694,13.37,74,20,10.8,GB,1681135368
389,nicoya,10.1483,-85.452,28.47,49,9,5.92,CR,1681135368
390,gladstone,-23.85,151.25,20.96,60,22,2.06,AU,1681135368
391,dhidhdhoo,6.8833,73.1,28.98,72,88,5.31,MV,1681135369
392,beringovskiy,63.05,179.3167,-17.29,96,100,4.3,RU,1681135163
393,shenjiamen,29.9576,122.298,15.33,87,1,10.67,CN,1681135370
394,balikpapan,-1.2675,116.8289,25.55,94,20,0.0,ID,1681135370
395,bondo,3.8146,23.6866,36.2,31,89,1.71,CD,1681135370
396,semirom,31.4167,51.5667,16.5,20,39,3.18,IR,1681135371
397,ous,60.9058,61.5186,-4.03,69,34,5.24,RU,1681135371
398,gotsu,35.0,132.2167,11.45,78,0,2.17,JP,1681135371
399,bairnsdale,-37.8333,147.6167,10.03,88,88,2.71,AU,1681135372
400,omboue,-1.5746,9.2618,29.64,67,99,3.68,GA,1681135372
401,pascagoula,30.3658,-88.5561,17.4,82,100,5.54,US,1681135372
402,itoman,26.1247,127.6694,20.01,73,20,4.12,JP,1681135373
403,muisne,0.6,-80.0333,26.69,79,89,1.02,EC,1681135373
404,jhunjhunun,28.1307,75.4014,30.82,11,82,3.26,IN,1681135374
405,chuy,-33.6971,-53.4616,24.4,62,4,0.83,UY,1681135374
406,turka,49.1541,23.0297,7.11,89,100,2.65,UA,1681135374
407,kushmurun,52.4503,64.6311,9.74,49,26,3.8,KZ,1681135374
408,cabrera,19.6426,-69.9049,23.96,73,4,3.72,DO,1681135375
409,tuskegee,32.424,-85.6916,13.64,59,100,3.13,US,1681135375
410,samandag,36.0842,35.9771,24.29,54,97,0.54,TR,1681135375
411,ixtapa,20.7,-105.2,19.57,83,75,2.06,MX,1681135376
412,olafsvik,64.8945,-23.7142,5.39,80,16,2.22,IS,1681135376
413,ocos,14.5094,-92.1933,27.61,64,24,2.2,GT,1681135376
414,terekli-mekteb,44.1671,45.8698,16.79,48,100,8.58,RU,1681135377
415,ribeira brava,32.65,-17.0667,25.07,43,0,2.91,PT,1681135377
416,maceio,-9.6658,-35.7353,31.69,62,75,3.6,BR,1681135226
417,peniche,39.3558,-9.3811,21.83,70,30,5.02,PT,1681135378
418,tura,25.5198,90.2201,25.0,24,51,1.51,IN,1681135378
419,drezdenko,52.8383,15.8308,16.61,52,64,3.62,PL,1681135378
420,bijie,27.3125,105.2942,16.96,70,0,2.26,CN,1681135379
421,kalmunai,7.4167,81.8167,27.61,72,0,3.44,LK,1681135379
422,bambanglipuro,-7.95,110.2833,25.33,87,100,2.97,ID,1681135379
423,san vicente,-26.6167,-54.1333,25.87,54,0,2.0,AR,1681135380
424,petropavlovsk-kamchatskiy,53.0452,158.6483,1.33,80,75,2.0,RU,1681135380
425,farafenni,13.5667,-15.6,36.01,13,1,2.54,GM,1681135381
426,road town,18.4167,-64.6167,27.02,69,40,4.12,VG,1681135382
427,ternate,0.8,127.4,27.18,82,47,3.87,ID,1681135382
428,magadan,59.5667,150.8,-11.87,73,98,4.17,RU,1681135383
429,waddan,29.1614,16.139,22.17,18,3,7.52,LY,1681135383
430,zheleznodorozhnyy,55.7503,38.0042,13.12,47,87,3.59,RU,1681135384
431,cap malheureux,-19.9842,57.6142,25.26,82,100,0.45,MU,1681135384
432,tateyama,34.9833,139.8667,16.76,71,79,10.53,JP,1681135385
433,teguldet,57.3064,88.1667,2.06,86,100,5.68,RU,1681135385
434,billings,45.7833,-108.5007,13.18,43,75,8.23,US,1681135153
435,ayan,56.45,138.1667,-11.53,80,2,3.37,RU,1681135386
436,bubaque,11.2833,-15.8333,26.22,49,4,3.34,GW,1681135387
437,richards bay,-28.783,32.0377,23.56,76,100,4.75,ZA,1681135387
438,opuwo,-18.0607,13.84,33.47,19,8,4.2,NA,1681135388
439,san quintin,30.4833,-115.95,13.96,89,8,3.25,MX,1681135392
440,tongren,27.7172,109.1853,19.13,88,2,1.51,CN,1681135392
441,tarauaca,-8.1614,-70.7656,26.38,82,54,1.25,BR,1681135393
442,upata,8.0086,-62.3989,27.88,50,99,3.06,VE,1681135393
443,marquette,46.5333,-87.6335,10.43,48,99,6.26,US,1681135207
444,terrace,54.5163,-128.6035,1.95,100,75,5.14,CA,1681135394
445,casablanca,33.5928,-7.6192,29.12,64,0,3.09,MA,1681135212
446,joinville,-26.3044,-48.8456,23.95,83,75,1.03,BR,1681135121
447,maningrida,-12.0667,134.2667,25.72,85,64,1.41,AU,1681135395
448,banda aceh,5.5577,95.3222,27.44,75,97,0.76,ID,1681135395
449,wanaka,-44.7,169.15,12.28,96,100,0.93,NZ,1681135396
450,whitianga,-36.8333,175.7,16.59,92,14,2.57,NZ,1681135396
451,bela,25.9333,81.9833,30.95,10,44,3.32,IN,1681135397
452,curup,-3.4667,102.5333,20.21,98,99,0.48,ID,1681135397
453,green river,41.5286,-109.4662,4.22,34,100,0.95,US,1681135264
454,olga,43.7444,135.2892,5.02,79,45,3.74,RU,1681135398
455,andros town,24.7,-77.7667,26.98,66,100,2.46,BS,1681135398
456,linkoping,58.4109,15.6216,11.21,40,0,6.69,SE,1681135195
457,nantucket,41.2835,-70.0995,10.64,66,6,7.17,US,1681135221
458,aswan,24.0934,32.907,38.61,20,0,5.66,EG,1681135224
459,sao joao da barra,-21.6403,-41.0511,26.05,66,90,4.62,BR,1681135400
460,manaure,11.7751,-72.4445,27.95,67,20,2.83,CO,1681135400
461,ambovombe,-25.1667,46.0833,25.73,74,0,5.08,MG,1681135400
462,mabiton,12.8334,123.2612,26.13,76,100,4.0,PH,1681135401
463,chicama,-7.8447,-79.1469,25.3,76,71,2.48,PE,1681135401
464,zhezkazgan,47.8043,67.7144,12.99,35,40,3.0,KZ,1681135401
465,namibe,-15.1961,12.1522,25.16,69,94,4.47,AO,1681135183
466,usinsk,65.9939,57.5281,-3.23,97,100,6.47,RU,1681135402
467,luanda,-8.8368,13.2343,30.0,74,75,6.17,AO,1681135403
468,rio grande,-32.035,-52.0986,25.06,67,0,2.58,BR,1681135403
469,mbuji-mayi,-6.15,23.6,30.42,55,96,0.59,CD,1681135404
470,sunrise manor,36.2111,-115.0731,21.28,30,0,1.54,US,1681135405
471,karacakoy,41.4029,28.3834,9.82,94,100,8.83,TR,1681135405
472,mandali,33.7499,45.5541,33.14,12,100,4.56,IQ,1681135405
473,belmonte,-15.8631,-38.8828,26.22,86,61,4.7,BR,1681135394
474,tieli,46.95,128.05,10.15,58,0,3.88,CN,1681135406
475,broken hill,-31.95,141.4333,13.4,54,0,3.18,AU,1681135407
476,portland,45.5234,-122.6762,9.33,95,100,2.06,US,1681134775
477,ilhabela,-23.7781,-45.3581,24.35,64,27,2.35,BR,1681135408
478,vryheid,-27.7695,30.7917,22.88,43,100,2.15,ZA,1681135408
479,acarau,-2.8856,-40.12,26.64,82,100,3.28,BR,1681135409
480,soyo,-6.1349,12.3689,27.25,82,100,2.65,AO,1681135409
481,banjar,-8.19,114.9675,25.26,90,100,2.57,ID,1681135409
482,acoyapa,11.9703,-85.1711,26.05,59,86,6.58,NI,1681135410
483,moron,-34.6534,-58.6198,24.44,59,35,1.81,AR,1681135410
484,maltahohe,-24.8333,16.9833,23.12,14,0,4.23,NA,1681135411
485,itacoatiara,-3.1431,-58.4442,29.91,70,79,0.76,BR,1681135411
486,saint-joseph,-21.3667,55.6167,26.21,81,100,1.62,RE,1681135412
487,merauke,-8.4667,140.3333,27.17,78,100,1.62,ID,1681135281
488,bad freienwalde,52.7873,14.0304,16.95,63,100,5.36,DE,1681135412
489,lipin bor,60.2622,37.9763,2.74,90,100,1.54,RU,1681135413
490,registro,-24.4875,-47.8436,26.47,56,17,1.39,BR,1681135414
491,husavik,66.0449,-17.3389,3.56,98,100,3.68,IS,1681135414
492,puerto carreno,6.189,-67.4859,26.99,78,40,2.06,CO,1681135414
493,te anau,-45.4167,167.7167,11.47,90,100,0.41,NZ,1681135415
494,kaputa,-8.4689,29.6619,24.86,75,100,0.87,ZM,1681135416
495,khani,41.9563,42.9566,10.76,92,100,2.21,GE,1681135417
496,kumluca,36.3703,30.2869,16.84,81,46,2.82,TR,1681135417
497,alice springs,-23.7,133.8833,20.75,40,38,3.09,AU,1681135418
498,cherskiy,68.75,161.3,-26.08,86,0,2.58,RU,1681135418
499,guane,22.2025,-84.0875,26.93,56,25,2.48,CU,1681135418
500,kribi,2.95,9.9167,27.77,73,100,2.86,CM,1681135419
501,lindon,40.3433,-111.7208,11.4,62,15,1.8,US,1681135420
502,kununurra,-15.7667,128.7333,24.99,94,100,1.54,AU,1681135420
503,humboldt,40.6665,-123.9178,5.63,92,82,1.78,US,1681135420
504,herne bay,51.373,1.1286,14.63,88,100,10.61,GB,1681135421
505,mahibadhoo,3.7833,72.9667,28.79,71,10,4.39,MV,1681135421
506,vredendal,-31.6683,18.5012,20.14,43,14,8.26,ZA,1681135421
507,aquidaba,-10.2814,-37.0186,30.29,52,100,3.29,BR,1681135422
508,lomovka,53.9194,58.3672,5.11,61,9,4.04,RU,1681135422
509,muskegon,43.3,-86.1334,13.47,48,75,7.72,US,1681135203
510,miguel hidalgo,19.4225,-99.2028,14.77,75,56,0.89,MX,1681135269
511,malinovoye ozero,51.6753,79.7825,7.9,36,76,3.44,RU,1681135423
512,aykhal,66.0,111.5,-26.65,100,84,3.05,RU,1681135423
513,orje,59.4802,11.6602,11.31,40,100,4.56,NO,1681135423
514,palmer,42.1584,-72.3287,11.99,48,9,0.89,US,1681135424
515,kabwe,-14.4469,28.4464,23.39,67,100,2.6,ZM,1681135424
516,moussoro,13.6408,16.4901,42.85,7,88,1.47,TD,1681135424
517,tautira,-17.7333,-149.15,26.88,77,100,5.61,PF,1681135425
518,klyuchi,52.2667,79.1667,8.18,36,18,3.63,RU,1681135425
519,berbera,10.4396,45.0143,28.68,77,32,6.13,SO,1681135425
520,tumwater,47.0073,-122.9093,7.72,97,100,0.0,US,1681135426
521,mancio lima,-7.6142,-72.8958,23.04,95,100,1.54,BR,1681135427
522,ulaanbaatar,47.9077,106.8832,-11.93,61,0,2.0,MN,1681135213
523,mandalgovi,45.7625,106.2708,-4.85,19,0,6.6,MN,1681135427
524,margate,51.3813,1.3862,13.72,75,100,4.47,GB,1681135428
525,andros,37.8333,24.9333,15.31,76,79,10.52,GR,1681135428
526,swan river,52.1058,-101.2676,-0.06,86,99,3.09,CA,1681135428
527,cefalu,38.0386,14.0229,15.86,75,60,6.71,IT,1681135429
528,ingham,42.6,-84.3833,13.42,49,0,2.57,US,1681135429
529,iguape,-24.7081,-47.5553,25.12,61,12,3.97,BR,1681135430
530,tarakan,3.3,117.6333,26.72,83,40,1.03,ID,1681135431
531,komsomolskiy,40.4272,71.7189,14.4,77,75,7.2,UZ,1681135431
532,malartic,48.1335,-78.1328,7.06,96,88,4.46,CA,1681135233
533,matagami,49.7502,-77.6328,7.06,53,0,5.14,CA,1681135432
534,san luis,-33.295,-66.3356,22.73,48,96,1.94,AR,1681135432
535,laranjeiras,-10.8064,-37.17,29.79,60,100,2.76,BR,1681135432
